"Material_Classification","Material_Details_JPN","inconsistent","Materials_Details_EN","Materials_Detail_Identification_EN","Materials_Detail_Other_EN","Materials_Detail_Notes_EN"
"Wood","木材，ウイグルマッチング，最外から11-15",0,"material wood outermost C14 wiggle matching sample from outermost","","material wood outermost C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，最外から11年輪",0,"material wood outermost year ring C14 wiggle matching sample from outermost","","material wood outermost year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，最外から21-25",0,"material wood outermost C14 wiggle matching sample from outermost","","material wood outermost C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，最外から21年輪",0,"material wood outermost year ring C14 wiggle matching sample from outermost","","material wood outermost year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，最外から26-29",0,"material wood outermost C14 wiggle matching sample from outermost","","material wood outermost C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，最外から26-30",0,"material wood outermost C14 wiggle matching sample from outermost","","material wood outermost C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，最外から31-35",0,"material wood outermost C14 wiggle matching sample from outermost","","material wood outermost C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，最外から31年輪",0,"material wood outermost year ring C14 wiggle matching sample from outermost","","material wood outermost year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，最外から41年輪",0,"material wood outermost year ring C14 wiggle matching sample from outermost","","material wood outermost year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，最外から49年輪",0,"material wood outermost year ring C14 wiggle matching sample from outermost","","material wood outermost year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，最外から5年輪",0,"material wood outermost year ring C14 wiggle matching sample from outermost","","material wood outermost year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から1-5年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から101輪",0,"material wood C14 wiggle matching sample from outermost","","material wood C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から11-15年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から11-20年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から111-115年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から11年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から11年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から121-130年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から131-135年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から131年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から151-160年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から16-20年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から191-200年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から1年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から1年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から21-25年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から21年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から21年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から231-240年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から26-30年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から31-35年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から31年輪",0,"","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から31年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から36-40年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から41-45年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から41年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から41年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から51-55年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から51-60年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から51年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から51年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から6-10年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から61年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から61年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から71-75年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から71年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から81年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から91-100年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から91-95年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から91年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，外から91年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
"Wood","木材，ウイグルマッチング，柱材,外から1-5層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
"Wood","木材，ウイグルマッチング，柱材,外から106-110層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
"Wood","木材，ウイグルマッチング，柱材,外から121-125層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
"Wood","木材，ウイグルマッチング，柱材,外から16-20層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
"Wood","木材，ウイグルマッチング，柱材,外から31-35層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
"Wood","木材，ウイグルマッチング，柱材,外から46-50層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
"Wood","木材，ウイグルマッチング，柱材,外から61-65層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
"Wood","木材，ウイグルマッチング，柱材,外から76-80層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
"Wood","木材，ウイグルマッチング，柱材,外から91-95層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
"Wood","木材,ウルシ,",0,"material wood poison oak/ivy (Toxicodendron sp.)","poison oak/ivy (Toxicodendron sp.)","material wood",""
"Wood","木材,クスノキ,",0,"material wood camphor tree (Cinnamomum camphora)","camphor tree (Cinnamomum camphora)","material wood",""
"Wood","木材,クヌギ節,",0,"material wood saw-tooth oak (Quercus acutissima)","saw-tooth oak (Quercus acutissima)","material wood",""
"Wood","木材,クリ,",0,"material wood chestnut (Castanea crenata)","chestnut (Castanea crenata)","material wood",""
"Wood","木材,クリ？,",0,"material wood chestnut (Castanea crenata)","chestnut (Castanea crenata)","material wood",""
"Wood","木材,コナラ属コナラ亜属コナラ節,",0,"material wood oak (Quercus sp.) Jolcham oak (Quercus serrata)","oak (Quercus sp.) Jolcham oak (Quercus serrata)","material wood",""
"Wood","木材,コナラ節,",0,"material wood Jolcham oak (Quercus serrata)","Jolcham oak (Quercus serrata)","material wood",""
"Wood","木材,ゴヨウマツ,樹皮直下内側最外縁",0,"material wood bark outermost inside pine (Pinus sp.)","pine (Pinus sp.)","material wood bark outermost inside",""
"Wood","木材,サクラ属,",0,"material wood Cherry, plum etc (Cerasus, Prunus etc)","Cherry, plum etc (Cerasus, Prunus etc)","material wood",""
"Wood","木材,スギ,",0,"material wood Japanese cedar (Cryptomeria japonica)","Japanese cedar (Cryptomeria japonica)","material wood",""
"Wood","木材,スギ,中心から180年輪目",0,"material wood year ring from center Japanese cedar (Cryptomeria japonica)","Japanese cedar (Cryptomeria japonica)","material wood year ring from center",""
"Wood","木材,スギ,中心から202年輪目",0,"material wood year ring from center Japanese cedar (Cryptomeria japonica)","Japanese cedar (Cryptomeria japonica)","material wood year ring from center",""
"Wood","木材,スギ,中心から230年輪目",0,"material wood year ring from center Japanese cedar (Cryptomeria japonica)","Japanese cedar (Cryptomeria japonica)","material wood year ring from center",""
"Wood","木材,スギ,外から140年輪目",0,"material wood year ring from outermost Japanese cedar (Cryptomeria japonica)","Japanese cedar (Cryptomeria japonica)","material wood year ring from outermost",""
"Wood","木材,スギ,外から190年輪目",0,"material wood year ring from outermost Japanese cedar (Cryptomeria japonica)","Japanese cedar (Cryptomeria japonica)","material wood year ring from outermost",""
"Wood","木材,タケ,胴外",0,"material wood outside bamboo (Bambusoideae)","bamboo (Bambusoideae)","material wood outside",""
"Wood","木材,ニレ属,",0,"material wood Elm (Ulmus sp.)","Elm (Ulmus sp.)","material wood",""
"Wood","木材,ヒノキ,",0,"material wood hinoki cypress (Chamaecyparis obtusa)","hinoki cypress (Chamaecyparis obtusa)","material wood",""
"Wood","木材,ムクノキ,外から1年目",0,"material wood from outermost oriental elm (Aphananthe aspera)","oriental elm (Aphananthe aspera)","material wood from outermost",""
"Wood","木材,ヤマグワ,",0,"material wood Chinese mulberry (Morus australis syn bombycis)","Chinese mulberry (Morus australis syn bombycis)","material wood",""
"Wood","木材,不明",0,"unknown material wood","","unknown material wood",""
"Wood","木材,不明,不明",0,"unknown material wood","","unknown material wood",""
"Wood","木材,内側",0,"material wood inside","","material wood inside",""
"Wood","木材,内周",0,"material wood","","material wood",""
"Wood","木材,最外",0,"material wood outermost","","material wood outermost",""
"Wood","木材,最外縁",0,"material wood outermost","","material wood outermost",""
"Wood","木材,外から2年輪",0,"material wood year ring from outermost","","material wood year ring from outermost",""
"Wood","木材,外側",0,"material wood","","material wood",""
"Wood","木材,外周",0,"material wood","","material wood",""
"Wood","木材,外皮付き最外",0,"material wood outermost","","material wood outermost",""
"Wood","木材,広葉樹,樹皮直下内側最外縁",0,"material wood bark outermost inside hardwood","","material wood bark outermost inside hardwood",""
"Wood","木材,木胎",0,"material wood","","material wood",""
"Wood","木材,木胎部",0,"material wood","","material wood",""
"Wood","木材,木製品柄",0,"material wood wooden items","","material wood wooden items",""
"Wood","木材,板材最外縁",0,"material wood outermost plank","","material wood outermost plank",""
"Wood","木材,表面5年輪",0,"material wood year ring","","material wood year ring",""
"Wood","木材,裏面",0,"material wood","","material wood",""
"Wood","木材,針葉樹（スギ）,不明",0,"unknown material wood Coniferae Japanese cedar (Cryptomeria japonica)","Coniferae Japanese cedar (Cryptomeria japonica)","unknown material wood",""
"Wood","木材(アオキ)",0,"material wood Spotted laurel (Aucuba japonica)","Spotted laurel (Aucuba japonica)","material wood",""
"Wood","木材(アカガシ亜属)",0,"material wood Japanese evergreen oak (Quercus acuta)","Japanese evergreen oak (Quercus acuta)","material wood",""
"Wood","木材(アカマツ)",0,"material wood pine (Pinus sp.)","pine (Pinus sp.)","material wood",""
"Wood","木材(アカメガシワ)",0,"material wood Japanese mallotus (Mallotus japonicus)","Japanese mallotus (Mallotus japonicus)","material wood",""
"Wood","木材(アサダ)",0,"material wood East Asian hornbeam (Ostrya japonica)","East Asian hornbeam (Ostrya japonica)","material wood",""
"Wood","木材(アスナロ)",0,"material wood hatchet-leaved arbor-vitae (Thujopsis dolabrata)","hatchet-leaved arbor-vitae (Thujopsis dolabrata)","material wood",""
"Wood","木材(アワブキ属)",0,"material wood Awabuki (Meliosma myriantha)","Awabuki (Meliosma myriantha)","material wood",""
"Wood","木材(イイギリ属)",0,"material wood Īgiri tree (Idesia polycarpa)","Īgiri tree (Idesia polycarpa)","material wood",""
"Wood","木材(イスノキ)",0,"material wood winter hazel (Dictylium racemosum)","winter hazel (Dictylium racemosum)","material wood",""
"Wood","木材(イスノキ）",0,"material wood winter hazel (Dictylium racemosum)","winter hazel (Dictylium racemosum)","material wood",""
"Wood","木材（イスノキ）",0,"material wood winter hazel (Dictylium racemosum)","winter hazel (Dictylium racemosum)","material wood",""
"Wood","木材(イチイガシ)",0,"material wood red bark oak (Quercus gilva)","red bark oak (Quercus gilva)","material wood",""
"Wood","木材(イヌエンジュ)",0,"material wood Amur maackia (Maackia amurensis)","Amur maackia (Maackia amurensis)","material wood",""
"Wood","木材（イヌエンジュ）",0,"material wood Amur maackia (Maackia amurensis)","Amur maackia (Maackia amurensis)","material wood",""
"Wood","木材(イヌガヤ)",0,"material wood plum yew (Cephalotaxus harringtonia)","plum yew (Cephalotaxus harringtonia)","material wood",""
"Wood","木材(イヌシデ節)",0,"material wood Chonowski's hornbeam (Carpinus tschonoskii)","Chonowski's hornbeam (Carpinus tschonoskii)","material wood",""
"Wood","木材(イヌビワ属)",0,"material wood","","material wood",""
"Wood","木材(イネ科)",0,"material wood Poaceae","Poaceae","material wood",""
"Wood","木材(ウツギ属)",0,"material wood deutzia (Deutzia sp.)","deutzia (Deutzia sp.)","material wood",""
"Wood","木材(ウメ)",0,"material wood","","material wood",""
"Wood","木材(ウメorモモ)",0,"material wood peach (Amygdalus persica syn. Prunus)","peach (Amygdalus persica syn. Prunus)","material wood",""
"Wood","木材(ウルシ)",0,"material wood poison oak/ivy (Toxicodendron sp.)","poison oak/ivy (Toxicodendron sp.)","material wood",""
"Wood","木材(エゴノキ属)",0,"material wood snowbell tree (Styrax sp.)","snowbell tree (Styrax sp.)","material wood",""
"Wood","木材(エゴノキ科エゴノキ属)",0,"material wood snowbell tree (Styrax sp.)","snowbell tree (Styrax sp.)","material wood",""
"Wood","木材(エノキ属)",0,"material wood hackberry (Celtis sp.)","hackberry (Celtis sp.)","material wood",""
"Wood","木材(オニグルミ)",0,"material wood walnut (Juglans ailanthifolia)","walnut (Juglans ailanthifolia)","material wood",""
"Wood","木材(カエデ属)",0,"material wood maple (Acer sp.)","maple (Acer sp.)","material wood",""
"Wood","木材(カキノキ属)",0,"material wood Persimmon (Diospyros sp.)","Persimmon (Diospyros sp.)","material wood",""
"Wood","木材(カシ類)",0,"material wood oaks (Quercus subgen. Cyclobalanopsis)","oaks (Quercus subgen. Cyclobalanopsis)","material wood",""
"Wood","木材(カツラ)",0,"material wood katsura (Cercidiphyllum japonicum)","katsura (Cercidiphyllum japonicum)","material wood",""
"Wood","木材(カツラ属)",0,"material wood katsura (Cercidiphyllum japonicum)","katsura (Cercidiphyllum japonicum)","material wood",""
"Wood","木材(カバノキ属)",0,"material wood birch (Betula sp.)","birch (Betula sp.)","material wood",""
"Wood","木材(ガマズミ属)",0,"material wood Viburnum (Viburnum sp.)","Viburnum (Viburnum sp.)","material wood",""
"Wood","木材(カマツカ)",0,"material wood pine (Pinus sp.)","pine (Pinus sp.)","material wood",""
"Wood","木材(カヤ)",0,"material wood Japanese nutmeg tree​ (Torreya nucifera)","Japanese nutmeg tree​ (Torreya nucifera)","material wood",""
"Wood","木材(カラスザンショウ)",0,"material wood ailanthus-like prickly ash (Zanthoxylum ailanthoides)","ailanthus-like prickly ash (Zanthoxylum ailanthoides)","material wood",""
"Wood","木材(カラマツ属)",0,"material wood larch (Larix sp.)","larch (Larix sp.)","material wood",""
"Wood","木材(キハダ)",0,"material wood amur cork (Phellodendron)","amur cork (Phellodendron)","material wood",""
"Wood","木材(キハダ属)",0,"material wood amur cork (Phellodendron)","amur cork (Phellodendron)","material wood",""
"Wood","木材(クスノキ)",1,"material wood camphor tree (Cinnamomum camphora)","camphor tree (Cinnamomum camphora)","material wood",""
"Wood","木材(クスノキ科)",0,"material wood Lauraceae camphor tree (Cinnamomum camphora)","Lauraceae camphor tree (Cinnamomum camphora)","material wood",""
"Wood","木材(クヌギ節)",0,"material wood saw-tooth oak (Quercus acutissima)","saw-tooth oak (Quercus acutissima)","material wood",""
"Wood","木材(クマシデ属)",0,"material wood hornbeam (Carpinus sp.)","hornbeam (Carpinus sp.)","material wood",""
"Wood","木材(クマシデ属イヌシデ節)",0,"material wood Chonowski's hornbeam (Carpinus tschonoskii)","Chonowski's hornbeam (Carpinus tschonoskii)","material wood",""
"Wood","木材(クマノミズキ類)",0,"material wood dogwood (Cornus controversa) dogwood (Cornus macrophylla)","dogwood (Cornus controversa) dogwood (Cornus macrophylla)","material wood",""
"Wood","木材(クマヤナギ属)",0,"material wood willow (Salix sp.)","willow (Salix sp.)","material wood",""
"Wood","木材(クリ)",0,"material wood chestnut (Castanea crenata)","chestnut (Castanea crenata)","material wood",""
"Wood","木材(クリ）",0,"material wood chestnut (Castanea crenata)","chestnut (Castanea crenata)","material wood",""
"Wood","木材（クリ）",0,"material wood chestnut (Castanea crenata)","chestnut (Castanea crenata)","material wood",""
"Wood","木材(クリ近似種)",0,"material wood or similar chestnut (Castanea crenata)","chestnut (Castanea crenata)","material wood or similar",""
"Wood","木材(クルミ属)",0,"material wood walnut (Juglans)","walnut (Juglans)","material wood",""
"Wood","木材(クロマツ)",0,"material wood pine (Pinus sp.)","pine (Pinus sp.)","material wood",""
"Wood","木材(クワ属)",0,"material wood mullberry (Morus sp.)","mullberry (Morus sp.)","material wood",""
"Wood","木材(クワ科クワ属)",0,"material wood mullberry (Morus sp.)","mullberry (Morus sp.)","material wood",""
"Wood","木材(ケヤキ)",0,"material wood Japanese zelkova (Zelkowa serrata)","Japanese zelkova (Zelkowa serrata)","material wood",""
"Wood","木材(ケンポナシ)",0,"material wood Japanese raisin tree (Hovenia sp.)","Japanese raisin tree (Hovenia sp.)","material wood",""
"Wood","木材(ケンポナシ属)",0,"material wood Japanese raisin tree (Hovenia sp.)","Japanese raisin tree (Hovenia sp.)","material wood",""
"Wood","木材(コウヤマキ)",0,"material wood Japanese umbrella pine (Sciadopitys verticillata)","Japanese umbrella pine (Sciadopitys verticillata)","material wood",""
"Wood","木材(コナラ)",0,"material wood oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata)","oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata)","material wood",""
"Wood","木材(コナラ亜属)",0,"material wood oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata)","oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata)","material wood",""
"Wood","木材(コナラ亜属クヌギ節)",0,"material wood saw-tooth oak (Quercus acutissima) oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata)","saw-tooth oak (Quercus acutissima) oak (Quercus sp.) / ?Jolcham Oak (Quercus serrata)","material wood",""
"Wood","木材(コナラ属)",0,"material wood oak (Quercus sp.)","oak (Quercus sp.)","material wood",""
"Wood","木材(コナラ属アカガシ亜属)",1,"material wood oak (Quercus sp.) Japanese evergreen oak (Quercus acuta)","oak (Quercus sp.) Japanese evergreen oak (Quercus acuta)","material wood",""
"Wood","木材(コナラ属クヌギ節)",0,"material wood oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","material wood",""
"Wood","木材(コナラ属コナラ亜属)",0,"material wood oak (Quercus sp.)","oak (Quercus sp.)","material wood",""
"Wood","木材(コナラ属コナラ亜属クヌギ)",0,"material wood oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","material wood",""
"Wood","木材(コナラ属コナラ亜属クヌギ節)",0,"material wood oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","material wood",""
"Wood","木材(コナラ属コナラ亜属コナラ節)",0,"material wood oak (Quercus sp.) Jolcham oak (Quercus serrata)","oak (Quercus sp.) Jolcham oak (Quercus serrata)","material wood",""
"Wood","木材(コナラ属コナラ節)",0,"material wood oak (Quercus sp.) Jolcham oak (Quercus serrata)","oak (Quercus sp.) Jolcham oak (Quercus serrata)","material wood",""
"Wood","木材(コナラ節)",0,"material wood Jolcham oak (Quercus serrata)","Jolcham oak (Quercus serrata)","material wood",""
"Wood","木材(ゴヨウマツ)",0,"material wood pine (Pinus sp.)","pine (Pinus sp.)","material wood",""
"Wood","木材(サイカチ近似種)",0,"material wood or similar honey locust (Gleditsia sp.)​ honey locust (Gleditsia japonica)​","honey locust (Gleditsia sp.)​ honey locust (Gleditsia japonica)​","material wood or similar",""
"Wood","木材(サカキ)",0,"material wood Sakaki (Cleyera japonica)","Sakaki (Cleyera japonica)","material wood",""
"Wood","木材(サクラ属､17年輪目)",0,"material wood year ring Cherry, plum etc (Cerasus, Prunus etc)","Cherry, plum etc (Cerasus, Prunus etc)","material wood year ring",""
"Wood","木材(サクラ属､1年輪目)",0,"material wood year ring Cherry, plum etc (Cerasus, Prunus etc)","Cherry, plum etc (Cerasus, Prunus etc)","material wood year ring",""
"Wood","木材(サクラ属)",0,"material wood Cherry, plum etc (Cerasus, Prunus etc)","Cherry, plum etc (Cerasus, Prunus etc)","material wood",""
"Wood","木材(サワグルミ)",0,"material wood walnut (Juglans sp.)","walnut (Juglans sp.)","material wood",""
"Wood","木材(サワラ)",0,"material wood sawara cypress (Chamaecyparis pisifera)","sawara cypress (Chamaecyparis pisifera)","material wood",""
"Wood","木材(シイ属)",0,"material wood chinquapin (Castanopsis sp.)","chinquapin (Castanopsis sp.)","material wood",""
"Wood","木材（シイ属）",0,"material wood chinquapin (Castanopsis sp.)","chinquapin (Castanopsis sp.)","material wood",""
"Wood","木材(シキミ)",0,"material wood Japanese star anise (Illicum religiosum)","Japanese star anise (Illicum religiosum)","material wood",""
"Wood","木材(シャシャンボ)",0,"material wood sea bilberry (Vaccinium bracteatum)​","sea bilberry (Vaccinium bracteatum)​","material wood",""
"Wood","木材(スギ)",0,"material wood Japanese cedar (Cryptomeria japonica)","Japanese cedar (Cryptomeria japonica)","material wood",""
"Wood","木材(スダジイ)",1,"material wood Itajii tree (Castanopis sieboldi)","Itajii tree (Castanopis sieboldi)","material wood",""
"Wood","木材(センダン)",0,"material wood chinaberry tree (Melia azedarach)","chinaberry tree (Melia azedarach)","material wood",""
"Wood","木材(タイミンタチバナ)",0,"material wood colicwood (Myrsine seguinii)","colicwood (Myrsine seguinii)","material wood",""
"Wood","木材(タケ亜科)",0,"material wood bamboo (Bambusoideae)","bamboo (Bambusoideae)","material wood",""
"Wood","木材(タブノキ)",0,"material wood Japanese bay tree (Machilus thunbergii)","Japanese bay tree (Machilus thunbergii)","material wood",""
"Wood","木材（タブノキ）",0,"material wood Japanese bay tree (Machilus thunbergii)","Japanese bay tree (Machilus thunbergii)","material wood",""
"Wood","木材(タブノキ属)",0,"material wood bay tree (Machilus sp.)","bay tree (Machilus sp.)","material wood",""
"Wood","木材(ツガ)",0,"material wood tsuga (Tsuga sp.)","tsuga (Tsuga sp.)","material wood",""
"Wood","木材(ツバキ属)",0,"material wood camellia (Camellia sp.)","camellia (Camellia sp.)","material wood",""
"Wood","木材(ツブラジイ)",0,"material wood Japanese Chinquapin (Castanopsis cuspidata)","Japanese Chinquapin (Castanopsis cuspidata)","material wood",""
"Wood","木材（ツブラジイ）",0,"material wood Japanese Chinquapin (Castanopsis cuspidata)","Japanese Chinquapin (Castanopsis cuspidata)","material wood",""
"Wood","木材(ツワラ)",0,"material wood straw","","material wood straw",""
"Wood","木材(トウヒ属)",0,"material wood spruce (Picea sp.)","spruce (Picea sp.)","material wood",""
"Wood","木材(トチノキ)",0,"material wood horse chestnut (Aesculus turbinata) Aesculus??","horse chestnut (Aesculus turbinata) Aesculus??","material wood",""
"Wood","木材(トチノキとアカガシ亜属)",0,"material wood horse chestnut (Aesculus turbinata) Japanese evergreen oak (Quercus acuta) Aesculus??","horse chestnut (Aesculus turbinata) Japanese evergreen oak (Quercus acuta) Aesculus??","material wood",""
"Wood","木材(トネリコ属)",0,"material wood Ash (Fraxinus sp.)","Ash (Fraxinus sp.)","material wood",""
"Wood","木材（トネリコ属）",0,"material wood Ash (Fraxinus sp.)","Ash (Fraxinus sp.)","material wood",""
"Wood","木材(トネリコ属シオジ節)",0,"material wood Ash (Fraxinus sp.) Ash (Fraxinus platypoda)","Ash (Fraxinus sp.) Ash (Fraxinus platypoda)","material wood",""
"Wood","木材(トネリコ属の一種)",0,"material wood Ash (Fraxinus sp.)","Ash (Fraxinus sp.)","material wood",""
"Wood","木材(トネリコ属近似種)",0,"material wood or similar Ash (Fraxinus sp.)","Ash (Fraxinus sp.)","material wood or similar",""
"Wood","木材(ナナカマド属)",0,"material wood Sorbus (Sorbus sp.)","Sorbus (Sorbus sp.)","material wood",""
"Wood","木材(ナラ類)",0,"material wood oaks","oaks","material wood",""
"Wood","木材(ニガキ)",0,"material wood bitterwood (Picrasma quassioides)​","bitterwood (Picrasma quassioides)​","material wood",""
"Wood","木材(ニレ属)",0,"material wood Elm (Ulmus sp.)","Elm (Ulmus sp.)","material wood",""
