"Material_Classification","Material_Details_JPN","Material_Details_EN","inconsistent"
"Charred Seed","炭化種実(ウメ核･仁)",NA,FALSE
"Charred Seed","炭化種実(オオムギ･胚乳)",NA,FALSE
"Charred Seed","炭化種実(オオムギ?･胚乳)",NA,FALSE
"Charred Seed","炭化種実(オオムギ)",NA,FALSE
"Charred Seed","炭化種実（オオムギ）",NA,FALSE
"Charred Seed","炭化種実(オオムギ穎･胚乳)",NA,FALSE
"Charred Seed","炭化種実(オオムギ胚乳)",NA,FALSE
"Charred Seed","炭化種実(オニグルミ)",NA,FALSE
"Charred Seed","炭化種実(オニグルミ核)",NA,FALSE
"Charred Seed","炭化種実(オニグルミ核破片1点)",NA,FALSE
"Charred Seed","炭化種実（オニグルミ炭化核）",NA,FALSE
"Charred Seed","炭化種実(カキノキ属　種子)",NA,FALSE
"Charred Seed","炭化種実(ガマズミ属)",NA,FALSE
"Charred Seed","炭化種実(カヤツリグサ科)",NA,FALSE
"Charred Seed","炭化種実(カラスザンショウ種子)",NA,FALSE
"Charred Seed","炭化種実（キビ果実）",NA,FALSE
"Charred Seed","炭化種実(クマノミズキ)",NA,FALSE
"Charred Seed","炭化種実(クリ　子葉)",NA,FALSE
"Charred Seed","炭化種実(クリ)",NA,FALSE
"Charred Seed","炭化種実(クリ子葉)",NA,FALSE
"Charred Seed","炭化種実(クリ果実)",NA,FALSE
"Charred Seed","炭化種実(クリ炭化子葉)",NA,FALSE
"Charred Seed","炭化種実(クルミ)",NA,FALSE
"Charred Seed","炭化種実（クルミ）",NA,FALSE
"Charred Seed","炭化種実(コキンバイザサ)",NA,FALSE
"Charred Seed","炭化種実(コナラ使用)",NA,FALSE
"Charred Seed","炭化種実(コナラ属･子葉)",NA,FALSE
"Charred Seed","炭化種実(コナラ属)",NA,FALSE
"Charred Seed","炭化種実(コナラ属クヌギ節子葉)",NA,FALSE
"Charred Seed","炭化種実(コナラ属堅果)",NA,FALSE
"Charred Seed","炭化種実(コナラ属子葉)",NA,FALSE
"Charred Seed","炭化種実(コムギ･胚乳)",NA,FALSE
"Charred Seed","炭化種実(コムギ)",NA,FALSE
"Charred Seed","炭化種実(コムギ種子)",NA,FALSE
"Charred Seed","炭化種実(コムギ胚乳)",NA,FALSE
"Charred Seed","炭化種実（コムギ胚乳）",NA,FALSE
"Charred Seed","炭化種実(サクラ属核1点)",NA,FALSE
"Charred Seed","炭化種実(ササゲ属)",NA,FALSE
"Charred Seed","炭化種実(シソ属炭化果実)",NA,FALSE
"Charred Seed","炭化種実(スモモの未熟核)",NA,FALSE
"Charred Seed","炭化種実(ダイズ)",NA,FALSE
"Charred Seed","炭化種実(タデ属)",NA,FALSE
"Charred Seed","炭化種実(タデ属サナエタデ節)",NA,FALSE
"Charred Seed","炭化種実（タデ属炭化子葉、６粒）",NA,FALSE
"Charred Seed","炭化種実(タデ属炭化果実)",NA,FALSE
"Charred Seed","炭化種実(ツブラジイ･子葉)",NA,FALSE
"Charred Seed","炭化種実(ツブラジイ)",NA,FALSE
"Charred Seed","炭化種実(ツブラジイ近似種･子葉)",NA,FALSE
"Charred Seed","炭化種実(トチノキ?炭化種皮)",NA,FALSE
"Charred Seed","炭化種実(トチノキ)",NA,FALSE
"Charred Seed","炭化種実(トチノキ炭化子葉?)",NA,FALSE
"Charred Seed","炭化種実(トチノキ炭化子葉)",NA,TRUE
"Seed","炭化種実(トチノキ炭化子葉)",NA,TRUE
"Charred Seed","炭化種実(トチノキ種子)",NA,FALSE
"Charred Seed","炭化種実(ドングリ)",NA,FALSE
"Charred Seed","炭化種実(ハマグリ･貝殻)",NA,FALSE
"Charred Seed","炭化種実(バラ科)",NA,FALSE
"Charred Seed","炭化種実(ヒエ果実)",NA,FALSE
"Charred Seed","炭化種実(ヒシ属果実破片1点)",NA,FALSE
"Charred Seed","炭化種実(ブドウ属)",NA,FALSE
"Charred Seed","炭化種実(ブドウ属炭化種子)",NA,FALSE
"Charred Seed","炭化種実(ブナ殻斗)",NA,FALSE
"Charred Seed","炭化種実(マツ属毬果)",NA,FALSE
"Charred Seed","炭化種実(マツ属球果)",NA,FALSE
"Charred Seed","炭化種実（マメ科）",NA,FALSE
"Charred Seed","炭化種実(マメ類･種子)",NA,FALSE
"Charred Seed","炭化種実(マメ類)",NA,FALSE
"Charred Seed","炭化種実(マメ類種子)",NA,FALSE
"Charred Seed","炭化種実(ミズキ)",NA,FALSE
"Charred Seed","炭化種実(ミズキ核)",NA,FALSE
"Charred Seed","炭化種実(ムギ類)",NA,FALSE
"Charred Seed","炭化種実（ムギ類）",NA,FALSE
"Charred Seed","炭化種実(ムクロジ)",NA,FALSE
"Charred Seed","炭化種実(モミ)",NA,FALSE
"Charred Seed","炭化種実(モモ･サクラ属)",NA,FALSE
"Charred Seed","炭化種実(モモ･内果皮)",NA,FALSE
"Charred Seed","炭化種実(モモ･核)",NA,FALSE
"Seed","炭化種実(モモ)",NA,TRUE
"Charred Seed","炭化種実(モモ)",NA,TRUE
"Charred Seed","炭化種実(モモ核)",NA,TRUE
"Seed","炭化種実(モモ核)",NA,TRUE
"Charred Seed","炭化種実(モモ炭化核)",NA,FALSE
"Charred Seed","炭化種実(不明)",NA,FALSE
"Charred Seed","炭化種実(単子葉類の球根)",NA,FALSE
"Charred Seed","炭化種実（堅果）",NA,FALSE
"Charred Seed","炭化種実（堅果片1片）",NA,FALSE
"Charred Seed","炭化種実（堅果類）",NA,FALSE
"Charred Seed","炭化種実(多数)",NA,FALSE
"Charred Seed","炭化種実(炭化米)",NA,FALSE
"Charred Seed","炭化穀物",NA,FALSE
"Charred Seed","炭化穀類(イネ)",NA,FALSE
"Charred Seed","炭化穎果(イネ)",NA,FALSE
"Charred Seed","炭化米",NA,TRUE
"Seed","炭化米",NA,TRUE
"Charred Seed","炭化米(イネ)",NA,FALSE
"Charred Seed","炭化米（イネ）",NA,FALSE
"Charred Seed","炭化米(イネ胚乳)",NA,FALSE
"Charred Seed","炭化米(マメ類種子)",NA,FALSE
"Charred Seed","炭化米3粒",NA,FALSE
"Charred Seed","炭化米4粒",NA,FALSE
"Charred Seed","炭化米6粒",NA,FALSE
"Charred Seed","炭化米8粒",NA,FALSE
"Charred Remain","炭化粒",NA,FALSE
"Charred Remain","炭化紐",NA,FALSE
"Charred Remain","炭化繊維",NA,FALSE
"Charred Seed","炭化胚乳(オオムギ)",NA,FALSE
"Charred Remain","炭化草本",NA,FALSE
"Charred Remain","炭化草本（イネ科）",NA,FALSE
"Charred Remain","炭化草本類",NA,TRUE
"Other Charred Remains","炭化草本類",NA,TRUE
"Wood","炭化萱",NA,FALSE
"Charred Remain","炭化葉(ウシクサ族)",NA,FALSE
"Charred Seed","炭化鱗片",NA,FALSE
"Charred Remain","炭化鱗茎",NA,TRUE
"Charred Seed","炭化鱗茎",NA,TRUE
"Soil","炭混じり黒色土",NA,FALSE
"Charred Remain","炭片",NA,FALSE
"Charred Remain","炭片(ヤナギ属)",NA,FALSE
"Soil","炭質土",NA,FALSE
"Other Charred Remains","炭質物",NA,FALSE
"Soil","炭質物含有砂",NA,FALSE
"Soil","焼土",NA,FALSE
"Charred Remain","焼土内炭化物(不明広葉樹)",NA,FALSE
"Soil","焼土塊",NA,FALSE
"Human Bone","焼骨　ヒト頭蓋骨",NA,FALSE
"Animal Bone","焼骨　哺乳類　四肢骨",NA,FALSE
"Animal Bone","焼骨(哺乳類)",NA,FALSE
"Other Charred Remains","煤",NA,FALSE
"Animal Bone","牛歯",NA,FALSE
"Animal Bone","牛科獣類の臼歯",NA,FALSE
"Wood","独木舟(ニレ属)",NA,FALSE
"Animal Bone","獣骨",NA,FALSE
"Animal Bone","獣骨(ウマ?)",NA,FALSE
"Animal Bone","獣骨（中柄）",NA,FALSE
"Animal Bone","獣骨(歯)",NA,FALSE
"Animal Bone","獣骨（歯）",NA,FALSE
"Animal Bone","獣骨片",NA,FALSE
"Seed","球果(トウヒ属バラモミ節)",NA,FALSE
"Seed","球果(ヒメバラモミ)",NA,FALSE
"Wood","生の植物遺体",NA,FALSE
"Wood","生の植物遺体　(草本?)",NA,FALSE
"Seed","生の種実",NA,FALSE
"Seed","生の種実(イネ籾殻)",NA,FALSE
"Seed","生の種実（オニグルミ核1点）",NA,FALSE
"Seed","生の種実(ヒョウタン果皮)",NA,FALSE
"Wood","生の草本",NA,FALSE
"Wood","生の草本類",NA,FALSE
"Wood","生の葉",NA,FALSE
"Wood","生木",NA,FALSE
"Wood","生木　1-5年輪（最終形成年輪）",NA,FALSE
"Wood","生木　121-125年輪",NA,FALSE
"Wood","生木　186-190年輪",NA,FALSE
"Wood","生木　236-240年輪",NA,FALSE
"Wood","生木(アジサイ属)",NA,FALSE
"Wood","生木(アスナロ)",NA,FALSE
"Wood","生木(イチイ)",NA,FALSE
"Wood","生木(イネ科タケ亜科)",NA,FALSE
"Wood","生木(ウルシ)",NA,FALSE
"Wood","生木(エノキ属)",NA,FALSE
"Wood","生木(オニグルミ)",NA,FALSE
"Wood","生木(カエデ属)",NA,FALSE
"Wood","生木(カヤ)",NA,FALSE
"Wood","生木(カラマツ)",NA,FALSE
"Wood","生木(クヌギ節)",NA,FALSE
"Wood","生木(クリ)",NA,FALSE
"Wood","生木(ケヤキ)",NA,FALSE
"Wood","生木(コナラ属アカガシ亜属)",NA,FALSE
"Wood","生木(コナラ属コナラ亜属クヌギ節)",NA,FALSE
"Wood","生木(コナラ属コナラ亜属コナラ節)",NA,FALSE
"Wood","生木(サクラ)",NA,FALSE
"Wood","生木(スギ)",NA,FALSE
"Wood","生木(タケ亜科)",NA,FALSE
"Wood","生木(ツガ属)",NA,FALSE
"Wood","生木(トウヒ属)",NA,FALSE
"Wood","生木(トチノキ)",NA,FALSE
"Wood","生木(トネリコ属)",NA,FALSE
"Wood","生木(ニレ属)",NA,FALSE
"Wood","生木(ハリギリ)",NA,FALSE
"Wood","生木(ハンノキ属)",NA,FALSE
"Wood","生木(ハンノキ属ハンノキ亜属)",NA,FALSE
"Wood","生木(ヒノキ)",NA,FALSE
"Wood","生木(ヒノキ属)",NA,FALSE
"Wood","生木(ヒノキ科)",NA,FALSE
"Wood","生木(ブナ属)",NA,FALSE
"Wood","生木(マタタビ属)",NA,FALSE
"Wood","生木(マツ属複維管束亜属)",NA,FALSE
"Wood","生木(ムクロジ)",NA,FALSE
"Wood","生木(モクレン)",NA,FALSE
"Wood","生木(モクレン属)",NA,FALSE
"Wood","生木(モミ属)",NA,FALSE
"Wood","生木(ヤナギ属)",NA,FALSE
"Wood","生木(ヤマグワ)、炭化材(クリ)",NA,FALSE
"Wood","生木(ヤマザクラ)",NA,FALSE
"Wood","生木（丸木）最終形成年輪",NA,FALSE
"Wood","生木（最終形成年輪　外側5年輪分）",NA,FALSE
"Wood","生木(散孔材)",NA,FALSE
"Wood","生木(樹皮)",NA,FALSE
"Wood","生木3点(コナラ節･クリ･トチノキ)",NA,FALSE
"Wood","生木片",NA,FALSE
"Wood","生材",NA,FALSE
"Wood","生材･自然木(カエデ属)",NA,FALSE
"Wood","生材(アカガシ亜属)",NA,FALSE
"Wood","生材(アカマツ)",NA,FALSE
"Wood","生材(アサダ)",NA,FALSE
"Wood","生材(アスナロ)",NA,FALSE
"Wood","生材(イヌガヤ)",NA,FALSE
"Wood","生材(イヌマキ)",NA,FALSE
"Wood","生材(ウルシ)",NA,FALSE
"Wood","生材(エノキ属)",NA,FALSE
"Wood","生材(オニグルミ)",NA,FALSE
"Wood","生材(カエデ属)",NA,FALSE
"Wood","生材(カエデ科カエデ属)",NA,FALSE
"Wood","生材(カツラ)",NA,FALSE
"Wood","生材(ガマズミ属)",NA,FALSE
"Wood","生材(カマツカ)",NA,FALSE
"Wood","生材(カヤ)",NA,FALSE
"Wood","生材(カラマツ)",NA,FALSE
"Wood","生材(キハダ)",NA,FALSE
"Wood","生材（キハダ）",NA,FALSE
"Wood","生材(クスノキ)",NA,FALSE
"Wood","生材(クヌギ節)",NA,FALSE
"Wood","生材(クマシデ属イヌシデ節)",NA,FALSE
"Wood","生材(クリ)",NA,FALSE
"Wood","生材（クリ）",NA,FALSE
"Wood","生材(クワ属)",NA,FALSE
"Wood","生材(クワ科クワ属)",NA,FALSE
"Wood","生材(ケヤキ)",NA,FALSE
"Wood","生材(ケンポナシ属)",NA,FALSE
"Wood","生材(コウヤマキ)",NA,FALSE
"Wood","生材(コナラ亜属)",NA,FALSE
"Wood","生材(コナラ亜属)　",NA,FALSE
"Wood","生材(コナラ属アカガシ亜属)",NA,FALSE
"Wood","生材（コナラ属アカガシ亜属）",NA,FALSE
"Wood","生材(コナラ属クヌギ節)",NA,FALSE
"Wood","生材(コナラ属コナラ亜属クヌギ節)",NA,FALSE
"Wood","生材(コナラ属コナラ節)",NA,FALSE
"Wood","生材(コナラ節)",NA,FALSE
"Wood","生材(サカキ)",NA,FALSE
"Wood","生材(サクラ属)",NA,FALSE
"Wood","生材(サクラ属)　",NA,FALSE
"Wood","生材(サクラ属)　樹皮側",NA,FALSE
"Wood","生材(サクラ属)樹芯側　",NA,FALSE
"Wood","生材(サワラ)",NA,FALSE
"Wood","生材(シイノキ属)",NA,FALSE
"Wood","生材(シキミ)",NA,FALSE
"Wood","生材（シナノキ属、繊維状）",NA,FALSE
"Wood","生材(スギ?)",NA,FALSE
"Wood","生材(スギ)",NA,FALSE
"Wood","生材(タケ亜科)",NA,FALSE
"Wood","生材(タケ亜科稈)",NA,FALSE
"Wood","生材(ツガ属)",NA,FALSE
"Wood","生材(ツバキ属)",NA,FALSE
"Wood","生材(ツブラジイ)",NA,FALSE
"Wood","生材(ツブラジイ根材)",NA,FALSE
"Wood","生材(トウヒ属)",NA,FALSE
"Wood","生材(トチノキ)",NA,FALSE
"Wood","生材（トネリコ属、丸木）",NA,FALSE
"Wood","生材（トネリコ属、表面加工）",NA,FALSE
"Wood","生材(トネリコ属)",NA,FALSE
"Wood","生材(トネリコ属シオジ節)",NA,FALSE
"Wood","生材(トネリコ属トネリコ節)",NA,FALSE
"Wood","生材(ニシキギ属)",NA,FALSE
"Wood","生材(ネムノキ)",NA,FALSE
"Wood","生材(ノブドウ属茎)",NA,FALSE
"Wood","生材(ノリウツギ)",NA,FALSE
"Wood","生材(ハリグワ)",NA,FALSE
"Wood","生材（ハリハギ、板材）",NA,FALSE
"Wood","生材(ハンノキ亜属)",NA,FALSE
"Wood","生材(ハンノキ属)",NA,FALSE
"Wood","生材(ハンノキ属ハンノキ亜属)",NA,FALSE
"Wood","生材(ヒノキ)",NA,FALSE
"Wood","生材(ヒノキ科)",NA,FALSE
"Wood","生材(ヒノキ科アスナロ属)",NA,FALSE
"Wood","生材(ヒバ)",NA,FALSE
"Wood","生材(ブナ属)",NA,FALSE
"Wood","生材(マキ属)",NA,FALSE
"Wood","生材(マツ属)",NA,FALSE
"Wood","生材(マツ属複維管束亜属",NA,FALSE
"Wood","生材(マツ属複維管束亜属)",NA,FALSE
"Wood","生材(ムクノキ)",NA,FALSE
"Wood","生材（ムクロジ）",NA,FALSE
"Wood","生材(モクレン属)",NA,FALSE
"Wood","生材(モミ属)",NA,FALSE
"Wood","生材(モモ)",NA,FALSE
"Wood","生材（ヤナギ属、丸木）",NA,FALSE
"Wood","生材(ヤナギ属)",NA,FALSE
"Wood","生材(ヤナギ属根材)",NA,FALSE
"Wood","生材(ヤナギ属樹皮)",NA,FALSE
"Wood","生材(ヤナギ科ヤナギ属)",NA,FALSE
"Wood","生材(ヤマウルシ)",NA,FALSE
"Wood","生材(不明)",NA,FALSE
"Wood","生材（最外年輪）",NA,FALSE
"Wood","生材(外から11年〜15年輪目の5年分(中心は13年輪目))　モミ属",NA,FALSE
"Wood","生材(外から11年輪目(1年輪分))　ケヤキ",NA,FALSE
"Wood","生材(外から1年〜5年輪目の5年分(中心は3年輪目))　最外部年輪　モミ属",NA,FALSE
"Wood","生材(外から21年〜25年輪目の5年分(中心は23年輪目))　モミ属",NA,FALSE
"Wood","生材(外から21年輪目(1年輪分))　ケヤキ",NA,FALSE
"Wood","生材(外から31年〜35年輪目の5年分(中心は33年輪目))　モミ属",NA,FALSE
"Wood","生材(外から41年〜45年輪目の5年分(中心は43年輪目))　モミ属",NA,FALSE
"Wood","生材(広葉樹･散孔材)",NA,FALSE
"Wood","生材(広葉樹･環孔材)",NA,FALSE
"Wood","生材(広葉樹)",NA,FALSE
"Wood","生材(木杭)",NA,FALSE
"Wood","生材(杭)",NA,FALSE
"Wood","生材(枝)",NA,FALSE
"Wood","生材（枝状）",NA,FALSE
"Wood","生材(根)",NA,FALSE
"Wood","生材(樹皮)",NA,FALSE
"Wood","生材(樹皮の内側1年目(1年輪))　最外年輪　モミ属",NA,FALSE
"Wood","生材(樹皮の内側1年輪目(1年輪分))　最外年輪　ケヤキ",NA,FALSE
"Wood","生材(樹種不明)",NA,FALSE
"Wood","生材(環孔材)",NA,FALSE
"Wood","生材(自然木)",NA,FALSE
"Wood","生材（部位不明）",NA,FALSE
"Wood","生材(針葉樹)",NA,FALSE
"Wood","生材試料(オニグルミ)",NA,FALSE
"Lacquer","生漆",NA,FALSE
"Lacquer","生漆片",NA,FALSE
"Shell","生痕化石(ニオガイモドキ)",NA,FALSE
"Seed","生種実",NA,FALSE
"Seed","生種実(アカガシ)",NA,FALSE
"Seed","生種実(イネ果実)",NA,FALSE
"Seed","生種実(エゴノキ核)",NA,FALSE
"Seed","生種実(オニグルミ核)",NA,TRUE
"Charred Seed","生種実(オニグルミ核)",NA,TRUE
"Seed","生種実(カヤ種子)",NA,FALSE
"Seed","生種実(スモモ種子)",NA,FALSE
"Seed","生種実(ツクバネガシ)",NA,FALSE
"Seed","生種実(ツクバネガシ果実)",NA,FALSE
"Seed","生種実(トチノキ種子)",NA,FALSE
"Seed","生種実(ブナ果実)",NA,FALSE
"Seed","生種実(マツ属球果)",NA,FALSE
"Seed","生種実(モミ種子)",NA,FALSE
"Seed","生種実(モモ核)",NA,FALSE
"Wood","生竹",NA,FALSE
"Wood","生試料･その他",NA,FALSE
"Wood","生試料･その他(樹皮)",NA,FALSE
"Wood","生試料･その他(繊維)",NA,FALSE
"Wood","生試料･杉皮",NA,FALSE
"Wood","生試料･材",NA,FALSE
"Wood","生試料･材(アカマツ)",NA,FALSE
"Wood","生試料･材(カエデ属)",NA,FALSE
"Wood","生試料･材（カツラ）",NA,FALSE
"Wood","生試料･材(クスノキ科シロダモ属)",NA,FALSE
"Wood","生試料･材(クリ)",NA,FALSE
"Wood","生試料･材(ケヤキ)",NA,FALSE
"Wood","生試料･材(コナラ節)",NA,FALSE
"Wood","生試料･材(スギ)",NA,FALSE
"Wood","生試料･材(タケ亜科)",NA,FALSE
"Wood","生試料･材(トネリコ属)",NA,FALSE
"Wood","生試料･材（トネリコ属）",NA,FALSE
"Wood","生試料･材（ニガキ）",NA,FALSE
"Wood","生試料･材(ハンノキ属)",NA,FALSE
"Wood","生試料･材(ヒノキ)",NA,FALSE
"Wood","生試料･材(ブナ属)",NA,FALSE
"Wood","生試料･材（ブナ属）",NA,FALSE
"Wood","生試料･材(ブナ科シイ属)",NA,FALSE
"Wood","生試料･材(ヤナギ属)",NA,FALSE
"Wood","生試料･植物遺体",NA,FALSE
"Wood","生試料・植物遺体　タケ亜科",NA,FALSE
"Wood","生試料・植物遺体　草本植物",NA,FALSE
"Wood","生試料･植物遺体　麻茎",NA,FALSE
"Wood","生試料･植物遺体(不明胚珠または花柄)",NA,FALSE
"Wood","生試料･植物遺体(葉など-タブノキ)",NA,FALSE
"Seed","生試料･種子(ひょうたん)",NA,FALSE
"Seed","生試料･種実",NA,FALSE
"Seed","生試料･種実(アカメガシワ種子)",NA,FALSE
"Seed","生試料･種実(エゴノキ核)",NA,FALSE
"Seed","生試料･種実(オニグルミ)",NA,FALSE
"Seed","生試料･種実(オニグルミ核)",NA,FALSE
"Seed","生試料･種実(オニビシ果実)",NA,FALSE
"Seed","生試料･種実(クリ果実)",NA,FALSE
"Seed","生試料･種実(コナラ殻斗)",NA,FALSE
"Seed","生試料･種実(トチノキ種子)",NA,FALSE
"Seed","生試料･種実(ホオノキ種子)",NA,FALSE
"Seed","生試料･種実(モモ核)",NA,FALSE
"Wood","生試料･草本",NA,FALSE
"Wood","生試料(タケ亜科)",NA,FALSE
"Wood","生試料(植物遺体)",NA,FALSE
"Other Charred Remains","畑跡フローテーションサンプル",NA,FALSE
"Other unknown samples","石臼付着物",NA,FALSE
"Charred Remain","砂岩板状礫（付着炭化材）（樹種不明・樹皮）",NA,FALSE
"Soil","砂混じりシルト",NA,FALSE
"Soil","砂混じり泥",NA,FALSE
"Soil","砂混じり粘土",NA,FALSE
"Soil","砂質シルト",NA,FALSE
"Soil","砂質土",NA,FALSE
"Peat","砂質泥炭",NA,FALSE
"Soil","砂質粘土",NA,FALSE
"Peat","砂質粘土〜粘土質砂層の材片など植物遺体の多い部分",NA,FALSE
"Other Charred Remains","砥石付着炭化物",NA,FALSE
"Other Charred Remains","礫付着炭化物",NA,FALSE
"Soil","礫混じり砂質シルト",NA,FALSE
"Seed","種",NA,FALSE
"Seed","種子",NA,TRUE
"Charred Seed","種子",NA,TRUE
"Charred Seed","種子　クルミ",NA,FALSE
"Charred Seed","種子・堅果類？",NA,FALSE
"Seed","種子(アカガシ亜属殻斗)",NA,FALSE
"Seed","種子(エゴノキ1個)",NA,FALSE
"Seed","種子(オニクルミ)",NA,FALSE
"Seed","種子(オニグルミ)",NA,FALSE
"Seed","種子(オニグルミの殻)",NA,FALSE
"Seed","種子(オニグルミ核)",NA,FALSE
"Charred Seed","種子（キハダ属）",NA,FALSE
"Seed","種子(クサギ)",NA,FALSE
"Seed","種子(クスノキ)",NA,FALSE
"Seed","種子(クリ)",NA,FALSE
"Seed","種子(クルミ)",NA,FALSE
"Seed","種子(クルミ殻)",NA,FALSE
"Seed","種子(コムギ胚乳)",NA,FALSE
"Seed","種子(シイ種実)",NA,FALSE
"Seed","種子(チャンチンモドキ)",NA,FALSE
"Seed","種子(トウガン)",NA,FALSE
"Seed","種子(トチノキ)",NA,FALSE
"Seed","種子(トチノキ果皮)",NA,FALSE
"Seed","種子(トチノキ種皮)",NA,FALSE
"Seed","種子(ドングリ",NA,FALSE
"Seed","種子(ドングリ)",NA,FALSE
"Seed","種子(ヒシ属果実)",NA,FALSE
"Seed","種子(ヒョウタン果皮)",NA,FALSE
"Seed","種子(ヒョウタン類の果皮)",NA,FALSE
"Seed","種子(ブドウ属)",NA,FALSE
"Seed","種子(ホタルイ-カンガレイ)",NA,FALSE
"Seed","種子(マツ属複維管束亜属球果)",NA,FALSE
"Seed","種子(モモ)",NA,FALSE
"Seed","種子(モモ核)",NA,FALSE
"Charred Seed","種子（ヤマブドウ）",NA,FALSE
"Seed","種子(桃)",NA,FALSE
"Seed","種子(梅)",NA,FALSE
"Seed","種子(籾)",NA,FALSE
"Seed","種子/果実",NA,FALSE
"Seed","種子核(クルミ)",NA,FALSE
"Charred Seed","種子殻",NA,FALSE
"Peat","種子混じり泥炭",NA,FALSE
"Seed","種実",NA,TRUE
"Charred Seed","種実",NA,TRUE
NA,"種実",NA,TRUE
"Charred Seed","種実,",NA,TRUE
"Seed","種実,",NA,TRUE
"Seed","種実,アカガシ亜属,果皮",NA,FALSE
"Seed","種実,アカメガシワ,",NA,FALSE
"Charred Seed","種実,アワ,",NA,FALSE
"Seed","種実,ウリ,",NA,FALSE
"Charred Seed","種実,エゴ,",NA,FALSE
"Seed","種実,エゴノキ,",NA,FALSE
"Charred Seed","種実,オオムギ・コムギ,",NA,FALSE
"Charred Remain","種実,オオムギ,",NA,TRUE
"Charred Seed","種実,オオムギ,",NA,TRUE
"Seed","種実,オニグルミ,",NA,TRUE
"Charred Seed","種実,オニグルミ,",NA,TRUE
"Seed","種実,オニグルミ,内果皮",NA,FALSE
"Charred Remain","種実,オニグルミ,核",NA,TRUE
"Charred Seed","種実,オニグルミ,核",NA,TRUE
"Seed","種実,オニグルミ,核",NA,TRUE
"Charred Seed","種実,カシ類（ドングリ）,",NA,FALSE
"Seed","種実,カラスサンショウ,",NA,FALSE
"Charred Seed","種実,キビ,",NA,FALSE
"Charred Seed","種実,キビ属,",NA,FALSE
"Charred Seed","種実,クリ,",NA,FALSE
"Charred Seed","種実,クリ,子葉",NA,FALSE
"Charred Seed","種実,クリ,子葉1/4",NA,FALSE
"Charred Seed","種実,クリ？,",NA,FALSE
"Charred Seed","種実,クルミ,",NA,TRUE
"Seed","種実,クルミ,",NA,TRUE
"Seed","種実,クルミ,半分",NA,FALSE
"Charred Seed","種実,クルミ,核",NA,FALSE
"Seed","種実,クルミ,殻",NA,FALSE
"Charred Seed","種実,クルミ属,",NA,FALSE
"Charred Seed","種実,コムギ,",NA,FALSE
"Charred Remain","種実,コメ,",NA,TRUE
"Charred Seed","種実,コメ,",NA,TRUE
"Charred Seed","種実,コメ,3個",NA,FALSE
"Charred Seed","種実,コメ,焼米",NA,FALSE
"Charred Seed","種実,ササゲ属,",NA,FALSE
"Seed","種実,サンショウ,",NA,FALSE
"Charred Seed","種実,シイ,",NA,FALSE
"Charred Seed","種実,ソバ,",NA,FALSE
"Charred Seed","種実,ダイズ,",NA,FALSE
"Charred Seed","種実,トチ,",NA,FALSE
"Seed","種実,トチ,皮殻",NA,FALSE
"Seed","種実,トチノキ,種皮",NA,FALSE
"Charred Seed","種実,ドングリ,",NA,FALSE
"Charred Seed","種実,ドングリ,子葉",NA,FALSE
"Charred Seed","種実,ナラガシワ,果皮",NA,FALSE
"Seed","種実,ニワトコ,",NA,FALSE
"Charred Seed","種実,ヒエ属,",NA,FALSE
"Seed","種実,ヒョウタン,",NA,FALSE
"Seed","種実,ヒョウタン,片",NA,FALSE
"Seed","種実,ヒョウタン？,果皮",NA,FALSE
"Charred Seed","種実,ブドウ科,",NA,FALSE
"Charred Seed","種実,ホルトノキ,",NA,FALSE
"Charred Seed","種実,マメ,",NA,FALSE
"Charred Seed","種実,マメ？,",NA,FALSE
"Charred Seed","種実,マメ科,",NA,FALSE
"Seed","種実,モモ,",NA,FALSE
"Charred Seed","種実,モモ,核",NA,TRUE
"Seed","種実,モモ,核",NA,TRUE
"Charred Seed","種実,不明,",NA,FALSE
"Charred Seed","種実,堅果？,子実",NA,FALSE
"Charred Seed","種実,堅果類,",NA,FALSE
"Charred Seed","種実？（クルミ片？）",NA,FALSE
"Seed","種実(アカガシ-ツクバネガシ)",NA,FALSE
"Seed","種実(アカガシ亜属)",NA,FALSE
"Seed","種実(アカガシ亜属果実)",NA,FALSE
"Seed","種実(アズキ)",NA,FALSE
"Seed","種実(アブラチャン)",NA,FALSE
"Seed","種実(アブラナ科)",NA,FALSE
"Seed","種実(アラカシ果実)",NA,FALSE
"Seed","種実(イチイガシ)",NA,FALSE
"Seed","種実(イチイガシ）",NA,FALSE
"Seed","種実(イチイガシ果実)",NA,FALSE
"Seed","種実(イネ)",NA,FALSE
"Seed","種実(イネ胚乳)",NA,FALSE
"Seed","種実(エゴノキ)",NA,FALSE
"Seed","種実(エゴノキ核)",NA,FALSE
"Charred Seed","種実（エゾエンゴサク根茎・炭化植物遺体）",NA,FALSE
"Charred Seed","種実（オオムギ炭化種子）",NA,FALSE
"Charred Seed","種実（オオムギ種子・炭化植物遺体）",NA,FALSE
"Charred Seed","種実（オオムギ穎果・炭化植物遺体（0.21g））",NA,FALSE
"Seed","種実(オニグルミ)",NA,FALSE
"Seed","種実（オニグルミ）",NA,FALSE
"Seed","種実(オニグルミ内果皮)",NA,FALSE
"Charred Seed","種実（オニグルミ堅果皮片・炭化植物遺体（0.52g））",NA,FALSE
"Charred Seed","種実（オニグルミ堅果皮片・炭化植物遺体（0.56g））",NA,FALSE
